Name	FC	VIP	pvalue	padj	Treatment1	Treatment2
Montipora_capitata_KBHIv3___TS.g44801.t1	-2.82947445452575	1.64522980953864	0.0415086262347776	0.966758213876978	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g22991.t1	2.33830212499549	1.60395652545527	0.0410480157104116	0.966758213876978	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g20752.t1b	-2.06249179393933	1.28027646798608	0.293393062261424	0.966758213876978	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g9676.t1	2.16420282947928	1.63943082264935	0.0564400873334953	0.966758213876978	MC-289_Field	MC-289_TP1-Amb
Montipora_capitata_KBHIv3___RNAseq.g20750.t1	-2.1688334741024	1.14182682275492	0.300589812108987	0.711722660873743	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___RNAseq.g20755.t1	-2.38921923009736	1.15741788008534	0.300961315712157	0.711722660873743	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___RNAseq.g39803.t1	-2.10417668163342	1.29217933077547	0.185335834093134	0.697823573685719	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___TS.g44801.t1	-2.44662344200039	1.44413955553423	0.017656092270196	0.697823573685719	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___RNAseq.g41020.t1	-2.15376479303362	1.36453469038177	0.123298426858975	0.697823573685719	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___TS.g6881.t1	3.88254979243353	1.37255550442895	0.105964445035226	0.697823573685719	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___TS.g8518.t1	2.05130010811295	1.25126962794179	0.235516303569297	0.705573856326588	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___RNAseq.g21606.t1	2.2274887025161	1.41378071165991	0.105262824468688	0.697823573685719	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___TS.g9863.t1b	2.19977865774128	1.35307975417101	0.153015829355216	0.697823573685719	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___RNAseq.g20752.t1b	-3.42150888981377	1.22381647759574	0.261889461894202	0.708316754329863	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___RNAseq.g33841.t1	4.58824607595524	1.43572930800472	0.069222126539768	0.697823573685719	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___TS.g14781.t1	2.72727741567529	1.43234748184074	0.0632404410869671	0.697823573685719	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___RNAseq.g36947.t1	-2.78756164878078	1.2878528455119	0.208559531800416	0.702041983881143	MC-289_Field	MC-289_TP1-HiT
Montipora_capitata_KBHIv3___TS.g26093.t1	2.52124988848769	1.29227364424015	0.244471794248503	0.756315696118664	MC-289_Field	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___TS.g44801.t1	-2.9962331636573	1.48152948070135	0.0250710063706906	0.756315696118664	MC-289_Field	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___RNAseq.g38741.t1	2.56065296609231	1.25269007641784	0.265105351428072	0.765299128178122	MC-289_Field	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___RNAseq.g12916.t1	-2.53753866349209	1.11343597413202	0.356638523574072	0.780908293025	MC-289_Field	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___RNAseq.g22991.t1	2.31394047998475	1.40413679892424	0.0645708858627588	0.756315696118664	MC-289_Field	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___TS.g6881.t1	3.73634541962139	1.41706805809436	0.0798472630512466	0.756315696118664	MC-289_Field	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___TS.g8518.t1	2.45157732735054	1.18725047454009	0.237728945640492	0.756315696118664	MC-289_Field	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___RNAseq.g47046.t1	3.00497687702172	1.46579775417692	0.0238345493780059	0.756315696118664	MC-289_Field	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___RNAseq.g33841.t1	4.95112056967572	1.2549929386589	0.269667493454579	0.765299128178122	MC-289_Field	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___TS.g14781.t1	3.09782371940538	1.30247298769908	0.236509552344225	0.756315696118664	MC-289_Field	MC-289_TP3-Amb
Montipora_capitata_KBHIv3___RNAseq.10831_t	-2.43033378942394	1.23963068225806	0.132153955756843	0.474955933773197	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g20750.t1	-3.16610625905635	1.11791216006751	0.27549438060785	0.556139564271936	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g20755.t1	-2.77381178836156	1.09812349409909	0.291170581190761	0.567763853184172	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g20036.t1	-2.38767382996048	1.20758155359195	0.200500436287379	0.51522567054699	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g20838.t1	-2.13346509681281	1.1658002526772	0.235550987677413	0.534302030271874	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g39803.t1	-2.95532623237684	1.23198466960523	0.184541833151542	0.508667824565775	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g44003.t1	2.61589948146611	1.30469745017093	0.0257653499458587	0.452092519300985	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___TS.g2264.t1	-2.19863267479095	1.32570984245824	0.00961450642056347	0.452092519300985	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g5008.t1	-2.05170219255968	1.0419243852477	0.324489904340361	0.583371716699441	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g12164.t1	-3.0063902471802	1.30297324873922	0.102498836570408	0.472077138428063	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g48274.t1	2.04742616259201	1.33764046343627	0.000661646130804477	0.452092519300985	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g19478.t1	-2.34639743554827	1.23220728400293	0.184233493115561	0.508188591593944	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___TS.g44801.t1	-2.5771229901229	1.3323875347572	0.0425553360240784	0.454199792971846	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g38741.t1	2.75092880350428	1.25158012647612	0.15283369915624	0.48933966903222	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g46364.t1	-2.24639393677221	1.24285271373451	0.170388438571559	0.499362946964574	MC-289_Field	MC-289_TP3-HiT
Montipora_capitata_KBHIv3___RNAseq.g20500.t1	3.69451146118036	1.33835908522068	0.000125982585800587	0.23804409587021	MC-289_Field	MC-289_TP3-HiT
